mal_id,title,source,episodes,synopsis,year,season,producers,genres,studios,demographics,themes,rating,sequel,favorites,score,wc,dropped,forum,type
54968,Giji Harem,Web manga,12.0,"Eiji Kitahama has a dream shared by many high school guys: to be popular and have a harem of girls fawning over him. Luckily for him, his new junior in the drama club, Rin Nanakura, has decided to help him realize this wish. Using her impressive acting abilities, she takes on many personalities, from teasing to calm and collected, to play characters in Eiji's simulated harem.

As her connection with Eiji deepens, Rin expands her repertoire, quickly swapping between characters while enjoying high school life together in the club. Through her acting, the real Rin Nanakura tries her best to win Eiji's heart.

[Written by MAL Rewrite]",2024.0,summer,"['Pony Canyon', 'BS Fuji', 'Tokyo MX', 'bilibili']","['Comedy', 'Romance']",['Nomad'],['Shounen'],"['Love Status Quo', 'School']",PG-13 - Teens 13 or older,False,1856,7.82,145695,15642,1213,TV
55020,Go! Go! Vehicle Zoo,Other,26.0,"The story is set in a town where animals and vehicles live together. They cooperate to protect the townspeople from various troubles that emerge.

(Source: Tomica Wiki)",2023.0,spring,['Takara Tomy A.R.T.S'],[],"['OLM', 'Signal.MD']",['Kids'],['Anthropomorphic'],PG - Children,False,0,,191,124,0,TV
55047,Sinbi Apartment: Ghost Ball Zero,Original,11.0,Fifth season of Sinbi Apartment.,2023.0,spring,['CJ ENM'],['Fantasy'],['Studio BAZOOKA'],['Kids'],[],G - All Ages,True,5,,134,96,0,TV
55048,Baempaieosonyeo Dalja,Original,26.0,,2022.0,winter,[],['Comedy'],[],[],['Vampire'],G - All Ages,False,0,,278,83,0,TV
55071,Amagami-san Chi no Enmusubi,Manga,24.0,"After witnessing his mother's death at a young age, Uryuu Kamihate grew up disillusioned with the gods, dismissing faith in them as utter nonsense. Due to his beliefs, he aims to become a doctor, spending most of his time studying to enter the prestigious Kyoto University.

To further his studies, Uryuu searches for a new place to take him in and get away from the noisy environment of the orphanage where he grew up. Chidori Amagami, head priest of the Amagami Shrine, allows him to stay at the Amagami residence. However, Uryuu has to live there with Chidori's three granddaughters—Yae, Yuna, and Asahi—who serve as shrine maidens. Moreover, Chidori has another condition for Uryuu: he has to marry one of the sisters to ensure the shrine's future and one day inherit it. But with Uryuu's goals and outlook naturally clashing against the sisters' beliefs, this already daunting ordeal seems outright impossible.

[Written by MAL Rewrite]",2024.0,fall,"['Kodansha', 'KlockWorx', 'King Records', 'Crunchyroll', 'BS NTV']","['Comedy', 'Romance', 'Supernatural']",['Drive'],['Shounen'],['Harem'],PG-13 - Teens 13 or older,False,646,7.53,68119,7372,779,TV
55078,Bubble Bubble Cook 2nd Season,Original,52.0,The second season of Bubble Bubble Cook.,2011.0,fall,[],['Gourmet'],['Studio Vandal'],['Kids'],['Super Power'],G - All Ages,True,0,,79,55,0,TV
55087,Rainbow Ruby 2nd Season,Original,26.0,The second season of Rainbow Ruby.,2020.0,spring,[],[],['Studio BAZOOKA'],['Kids'],['Mahou Shoujo'],PG - Children,True,0,,69,52,0,TV
55091,Bubble Cook Wonjeongdae,Original,52.0,,2013.0,fall,[],['Gourmet'],[],['Kids'],[],G - All Ages,False,0,,73,51,0,TV
55102,Girls Band Cry,Original,13.0,"Everyone yearns to find their true purpose in life. This is also true for Nina Iseri, a 17-year-old girl looking to enroll in a good university, but the world always seems to work against her. On her very first day in Tokyo, she gets lost, ignored, and locked out of her new apartment. However, an unexpected opportunity arises when Nina meets Momoka Kawaragi, one of her favorite guitarists.

After Nina joins Momoka for a street performance, Momoka decides they should start a band together. While Nina initially hesitates, her determination grows as they start acquiring more bandmates—the beautiful drummer Subaru Awa, the aloof keyboardist Tomo Ebizuka, and the intelligent bassist Rupa. The five girls face challenges both in the music industry and within themselves, but their shared passion for music never lets them give up on their dreams.

[Written by MAL Rewrite]",2024.0,spring,['agehasprings'],['Drama'],['Toei Animation'],[],['Music'],PG-13 - Teens 13 or older,False,3303,8.35,77551,3780,1276,TV
55105,Jifeng Jingshe,Original,26.0,,2022.0,winter,[],['Sports'],[],[],['Team Sports'],G - All Ages,False,0,,189,82,0,TV
55129,Oroka na Tenshi wa Akuma to Odoru,Manga,12.0,"Losing their war against Heaven's angel army, the demons of Hell are on the cusp of collapse. As a last ditch attempt to turn the tides of the war, the demons send Akutsu Masatora to the mortal plane on Earth to save their homeland from the angels. Disguising himself as a high school student, Akutsu seeks to recruit someone with the capability to lead the demons to victory.

Akutsu does not have to look far: among his classmates is the magnificent Lily Amane, a transfer student who seems like the perfect candidate for Akutsu's plans. But as luck would have it, Lily is one of the very angels that Akutsu is meant to be fighting against, and his attempt to recruit her might end up being the biggest blunder in the failing war. Worse yet, Akutsu may fall in love with his own worst enemy.

[Written by MAL Rewrite]",2024.0,winter,"['TV Tokyo', 'Pony Canyon', 'Movic', 'AT-X', 'Gaina', 'Docomo Anime Store', 'Crunchyroll', 'Kadokawa', 'Aoni Production', 'Nihon Keizai Koukokusha', 'ANLA']","['Comedy', 'Romance', 'Supernatural']","[""Children's Playground Entertainment""]",['Seinen'],"['Mythology', 'School']",PG-13 - Teens 13 or older,False,451,6.9,90400,13116,658,TV
55150,Yarinaoshi Reijou wa Ryuutei Heika wo Kouryakuchuu,Light novel,12.0,"Jill Cervel—fiancée of the crown prince Gerald der Kratos and known as the ""Lady Goddess of War""—is being hunted down by the same country she swore to protect. Betrayed by her betrothed, she is framed as a traitor and imprisoned. In her last moments, Jill is filled with regret, but just as death approaches, she awakens six years in the past. This time, she will not be a mere pawn.

Now as a 10-year-old girl, Jill resolves to escape her imminent engagement to the prince. To this end, she jokingly professes her love to the 19-year-old dragon emperor Hadis Teos Rave, who will one day stain the land in blood due to madness. But against all expectations, he accepts!

In contrast to the tyrant from Jill's memories, the Hadis of this time is a kind albeit unfortunate emperor. Can Jill prevent Hadis from descending down the same dark, villainous road, or is he bound to an inevitable future?

[Written by MAL Rewrite]",2024.0,fall,"['AT-X', 'Magic Capsule', 'Docomo Anime Store', 'Kansai TV', 'BS NTV', 'Kadokawa']","['Comedy', 'Fantasy', 'Romance']",['J.C.Staff'],['Shoujo'],['Time Travel'],PG-13 - Teens 13 or older,False,430,6.99,73874,6366,672,TV
55153,Yuzuki-san Chi no Yonkyoudai.,Manga,12.0,"The Yuzuki family, which consists of four brothers, lost their parents two years ago. Hayato, the eldest son, is a hard worker and the pillar of the family. Mikoto, the second son, is calm and collected, but he has a soft spot for his younger brother Minato, whom he adores and thinks is cute. Minato, the third son, is energetic and adores his brothers, but he is clumsy and awkward. Gakuto, the fourth son, is a studious and mature first-grader who is often referred to as a ""wise man."" The manga depicts the four brothers' daily lives as they navigate their family, school, and community.

(Source: MAL News)",2023.0,fall,"['Studio Pierrot', 'Movic', 'AT-X', 'Tokyo MX', 'Avex Pictures', 'BS11', 'Shogakukan', 'U-NEXT', 'A-Sketch', 'Bit grooove promotion']",['Slice of Life'],['Shuka'],['Shoujo'],['School'],PG-13 - Teens 13 or older,False,403,7.87,42627,3468,511,TV
55166,Yami Shibai 11,Original,13.0,Eleventh season of Yami Shibai.,2023.0,summer,[],"['Avant Garde', 'Horror', 'Supernatural']","['ILCA', 'yell']",[],[],PG-13 - Teens 13 or older,True,28,5.82,5007,364,184,TV
55194,Ooi! Tonbo,Manga,13.0,"Trying to move on in his life, former professional golfer Kazuyoshi Igarashi arrives at Hinoshima Island for a job at its development center. Expecting the island to be a very rural area with nothing much to offer, Kazuyoshi cannot hide his amazement when he discovers a complete golf course made by the island's inhabitants. Using the seaside terrain to their advantage, the people there have adopted golfing as their hobby.

To add to his surprise, Kazuyoshi meets a young girl named Tonbo Ooi, who has been playing golf using only a 3-iron—a notoriously difficult-to-use club. As the former pro gets more involved with Tonbo and witnesses her seemingly impossible shots, he begins to see golf in a whole new light, rediscovering how fun the sport can actually be.

[Written by MAL Rewrite]",2024.0,spring,"['TV Tokyo', 'Shogakukan-Shueisha Productions', 'TOHO', 'Shogakukan Music & Digital Entertainment', 'Shogakukan', 'BS TV Tokyo', 'Techno Sound', 'Happinet Phantom Studios', 'Golf Digest Sha', 'TV Tokyo Direct', 'REMOW']","['Drama', 'Sports']",['OLM'],[],[],PG-13 - Teens 13 or older,False,42,7.12,7676,1359,246,TV
55195,Mamekichi Mameko NEET no Nichijou 2nd Season,Web manga,39.0,The second season of Mamekichi Mameko NEET no Nichijou.,2023.0,spring,[],['Comedy'],['Tezuka Productions'],[],[],PG-13 - Teens 13 or older,True,0,,141,134,0,TV
55219,Tian Zhen Yu Kung Fu Wa,Original,52.0,"The series follows the adventures of a curious 8-year-old girl named TZ who always dreamed of going on adventures and exploring wonderful places, and then one day she finds an odd-looking sock in her mother’s laundry that…. Talks. It was originally a Kung Fu Master from another world charged with guarding an ancient scroll. When the Master came through a vortex into TZ’s time, his powers were weakened, and he was transformed into a sock.  However, when the little girl puts the sock on her foot she transforms into a super heroine – a kick-ass Kung Fu girl, and together they must complete Kung Fu Wa’s mission and follow the ancient scroll to defeat evil and protect their world.

(Source: Federation Studios)",2021.0,summer,[],"['Action', 'Comedy']",[],['Kids'],"['Anthropomorphic', 'Mahou Shoujo', 'Martial Arts', 'Reincarnation']",G - All Ages,False,0,,137,61,0,TV
55257,Xiongmao He Kaixin Qiu,Other,52.0,,2021.0,winter,[],['Comedy'],[],['Kids'],[],PG - Children,False,0,,45,54,0,TV
55265,"Tensei Kizoku, Kantei Skill de Nariagaru",Light novel,12.0,"After passing away, a Japanese office worker finds himself reincarnated in another world as Ars, the newborn son of the noble Louvent family. The Summerforth Empire, where the Louvents rule over a small territory of a few thousand people, is a medieval-like land plagued by social inequality and political instability. As Ars grows older and learns more and more about his new environment, he becomes convinced that war will soon erupt.

Fortunately, though Ars was not blessed with unrivaled strength or extraordinary magical aptitude, he does possess Appraisal: a seemingly unique skill that allows him to instantly grasp someone's current abilities and latent talents merely by looking at them. In an effort to prepare his domain for the imminent strife, Ars resolves to enlist the most exceptional people he can find, paying no attention to superficial qualities like race or social status.

[Written by MAL Rewrite]",2024.0,spring,"['Dentsu', 'Lantis', 'CBC Television', 'Kodansha', 'Crunchyroll', 'U-NEXT', 'Tencent Japan', 'Bushiroad Move', 'Bandai Namco Filmworks', 'Bandai Namco Music Live']","['Adventure', 'Fantasy']",['studio MOTHER'],[],"['Isekai', 'Reincarnation']",PG-13 - Teens 13 or older,False,459,7.16,158991,7761,685,TV
55285,Stray Sheep no Daibouken,Original,13.0,,1995.0,winter,['Fuji TV'],['Adventure'],['Robot Communications'],['Kids'],[],G - All Ages,False,1,,82,45,0,TV
55305,Bastions,Original,5.0,"The five-part series, which utilizes a 3D animation style, follows a group of superheroes in a world where they must compete for popularity as they achieve worldwide notoriety for unmasking a villain who posed an environmental threat.

(Source: Decider)",2023.0,spring,[],"['Action', 'Comedy']",[],[],"['Music', 'Super Power']",PG-13 - Teens 13 or older,False,1,5.33,254,124,0,TV
55310,Atarashii Joushi wa Do Tennen,Web manga,12.0,"After 26-year-old Kentarou Momose develops health problems due to his boss' abuse, he quits his job and joins a different company. Now, he hopes to start anew under the care of his mentor and direct supervisor, 34-year-old Yuusei Shirosaki.

Shirosaki is a capable boss admired by his coworkers, which makes Momose fear letting him down and reliving the past traumas. However, Momose can rest easy, as Shirosaki is always delighted to help—even if he looks absolutely ridiculous doing it. Although it may take some adjusting, Momose realizes that there is no need for caution around his new, endearingly eccentric boss after all.

[Written by MAL Rewrite]",2023.0,fall,"['Aniplex', 'Movic', 'Tokyo MX', 'Akita Shoten', 'BS11', 'ABC Animation', 'ABC Frontier']",['Slice of Life'],['A-1 Pictures'],[],"['Adult Cast', 'Iyashikei', 'Workplace']",PG-13 - Teens 13 or older,False,686,7.9,44562,3584,582,TV
55318,Medalist,Manga,13.0,"Tsukasa Akeuraji always dreamed of becoming a competitive solo figure skater, but starting too late in life meant his ambitions never got off the ground. Now barely scraping by, he takes on an assistant coach job, resigned to a future far from the one he once imagined.

Before his first day, Tsukasa meets Inori Yuitsuka, a shy fifth grader sneaking into the rink to practice. Captivated by figure skating, but held back by her mother's overprotectiveness and her own self-doubt, Inori has never been encouraged to pursue her passion until she encounters Tsukasa. Beneath her personality lies great potential, waiting to be unlocked with the right guidance.

Moved by Inori's determination to change and reminded of his own struggles, Tsukasa offers to coach and help her chase the dream she has been too afraid to voice. While the road ahead is long and filled with unfamiliar challenges and rival skaters, Inori dedicates herself to the art and strives to one day reach the Olympics and become a medalist. 

[Written by MAL Rewrite]",2025.0,winter,"['TV Asahi', 'Kodansha', 'Glovision', 'Kadokawa']","['Drama', 'Sports']",['ENGI'],['Seinen'],['Performing Arts'],PG-13 - Teens 13 or older,False,758,8.38,57150,1863,969,TV
55358,Bucchigiri?!,Original,12.0,"Minato Kai and Siguma Squad, two rival gangs at Ichizu High School, are embroiled in a bitter power struggle. As a transfer student, Arajin Tomoshibi has no interest in getting involved; instead, his priority is finding a girlfriend. Fortunately for him, he is placed next to Mahoro Jin, the prettiest girl in the class who also seems to like him. However, she has an overprotective older brother, Marito—none other than the combative leader of Siguma Squad. Moreover, Arajin's reunion with his childhood friend, Matakara Asamine, spells trouble since Matakara is a member of Minato Kai.

With his rotten luck, Arajin also accidentally awakens the genie Senya, known as a Honki Person from ancient legends. Senya takes a shine to him because of the young man's fervent aspiration—despite it only being the loss of his virginity. While Arajin would be the first to flee from a fight, Senya lending him his powers helps the lovesick boy to hold his own against the likes of Marito, although this only raises the interest of both gangs in recruiting him. As the turf wars heat up when a third gang joins the fray, Arajin's involvement may be unavoidable.

[Written by MAL Rewrite]",2024.0,winter,"['TOHO animation', 'dugout']","['Comedy', 'Supernatural']",['MAPPA'],[],"['Delinquents', 'School']",PG-13 - Teens 13 or older,False,429,6.48,68992,12240,740,TV
55397,Pon no Michi,Original,12.0,"When Nashiko Jippensha's mother kicks her out of the house for being too loud, the high school girl needs to find a new place to hang out with her friends. Luckily, Nashiko's father owns a closed-down mahjong parlor that is perfect for her needs. While cleaning out the place, Nashiko discovers a talking bird who introduces himself as a mahjong spirit, encouraging her to try playing the game with her friends.

Realizing that they enjoy the game immensely, Nashiko and her friends decide to continue playing and enjoy the new space they have to hang out.

[Written by MAL Rewrite]",2024.0,winter,"['Mainichi Broadcasting System', 'Kodansha', 'Good Smile Company', 'DMM.com', 'Myrica Music', 'AQUA ARIS', 'Bit grooove promotion', 'SUPA LOVE', 'Yostar', 'Sankyo']","['Slice of Life', 'Supernatural']",['OLM'],[],"['CGDCT', 'Strategy Game']",PG-13 - Teens 13 or older,False,143,6.5,13754,4240,364,TV
55514,Zatsu Tabi: That's Journey,Manga,12.0,"Chika Suzugamori, an 18-year-old newcomer manga artist, has just had three of her drafts rejected in a single day. Her editor suggests incorporating her interests into her work, but Chika is an indoor person who only thinks about manga day and night. At a loss, she feels a sudden desire to get away from everything and go on a journey somewhere. 

Due to the results of an online poll that she posted on a whim, Chika hops on a train and heads north from Tokyo on an impromptu solo trip. When she ends up at the top of Mount Haguro in Aizu-Wakamatsu, she realizes she feels refreshed and more motivated than before. Even if her projects get turned down again in the future, Chika plans to journey around Japan with friends old and new.

[Written by MAL Rewrite]",2025.0,spring,"['Yomiuri Telecasting', 'Pony Canyon', 'AT-X', 'Studio Mausu', 'BS11', 'Kadokawa', 'Pia']","['Adventure', 'Slice of Life']",['Makaria'],['Seinen'],['Iyashikei'],PG-13 - Teens 13 or older,False,126,6.93,19352,3724,553,TV
55528,Yuuki Bakuhatsu Bang Bravern,Original,12.0,"In a world where humanoid armored weapons known as ""Titatonostrider"" (""TS"" for short) are used in warfare, troops from various countries converge on the island of Oahu, Hawaii, including Ao Isami of the Japan Ground Self-Defense Force and Lewis Smith of the United States Marine Corps. Isami and Smith cross paths during battle, but suddenly, their teams are attacked by an unknown enemy, scattering soldiers and sending their forces into disarray. In order to save their friends and survive on the deadly battlefield, they must fight with every ounce of courage and pride that they can muster.

(Source: Crunchyroll News, edited)",2024.0,winter,"['Shochiku', 'TBS', 'Good Smile Company', 'Fields', 'Cygames', 'Tencent Japan', 'dugout', 'Happinet Media Marketing']","['Comedy', 'Sci-Fi']",['CygamesPictures'],[],"['Adult Cast', 'Mecha', 'Military', 'Parody']",PG-13 - Teens 13 or older,False,252,7.56,17628,2071,521,TV
55570,Shin Tennis no Oujisama: U-17 World Cup Semifinal,Manga,13.0,"After the intense quarterfinals, the U-17 World Cup competition has been whittled down to four formidable teams. Standing between Team Japan's quest for international glory is the nine-time tournament champion, Germany, and their star-studded team, pro player Jurgen Borisovich Volk at its helm. With both the momentum and the crowd's favor on the side of their opponents, Japan faces an uphill battle.

Determined to avenge an earlier loss, Japan sends seven of their best—including team captain Houou Byoudouin—to challenge the German national team. But trying to reach the finals for the first time in Japan's tennis history may cause even these fearless players to crumble under mounting waves of pressure as they venture into uncharted territories.

[Written by MAL Rewrite]",2024.0,fall,"['Production I.G', 'TV Tokyo', 'Nihon Ad Systems', 'Marvelous AQL', 'Shueisha', 'Jinnan Studio', 'Bandai Namco Filmworks']",['Sports'],['M.S.C'],['Shounen'],['School'],PG-13 - Teens 13 or older,True,28,6.72,4146,343,55,TV
55597,Hananoi-kun to Koi no Yamai,Manga,12.0,"Hotaru Hinase has lived nearly sixteen years without romance. She is satisfied alone as long as she can enjoy the little things in life with her beloved friends and family. In her mind, she is not meant to fall in love, nor does she understand the concept.

While out with a friend, Hotaru witnesses the severe breakup of her schoolmate Hananoi, to whom she has never spoken. Afterward, she sees him sitting in the snow and holds her umbrella over him. To her surprise, this gesture results in him confessing his feelings for her at school the next day. Though Hotaru rejects him, Hananoi insists on letting her get to know him. He does whatever he can to woo her, from changing his hairstyle to finding her lost hairpin in the snow.

Although she has no romantic feelings towards him, Hotaru believes that by spending more time with him, she will learn how to love. She agrees to date him and slowly begins to navigate what being a girlfriend entails, including how to reciprocate the kind gestures that Hananoi continues to perform for her.

[Written by MAL Rewrite]",2024.0,spring,"['TBS', 'Kodansha', 'Good Smile Company', 'Crunchyroll', 'DMM.com']",['Romance'],['East Fish Studio'],['Shoujo'],['School'],PG-13 - Teens 13 or older,False,582,6.77,79508,14699,883,TV
55636,Snack Basue,Manga,13.0,"Located five stations away from Hokkaido's largest downtown area Susukino. A fun shop called ""Snack Busue"" can be found run by mama Basue and mama Akemi. Filled with the laughter of the girls and their unusual regulars, you'll be smiling along with them before you know it. 

(Official Site, translated)",2024.0,winter,"['Sotsu', 'Pony Canyon', 'Bit grooove promotion', 'BS Asahi']",['Comedy'],['Studio PuYUKAI'],['Seinen'],"['Adult Cast', 'Workplace']",PG-13 - Teens 13 or older,False,23,6.49,4519,1889,170,TV
55644,Dr. Stone: New World Part 2,Manga,11.0,"Years ago, astronaut Byakuya left behind precious materials in the belief that his son, the scientifically-gifted Senkuu, would one day find them. In the present, the Kingdom of Science's Kohaku and Ginrou have infiltrated the harem of the Petrification Kingdom’s leader with the help of Amaryllis, a local girl. At first, their mission progresses without a hitch. Unfortunately, an error enacted by Kohaku and Ginrou leads Minister Ibara and the Island’s strongest warrior, Moz, to identify the intruding duo as enemies.

Even worse, Moz tails Amaryllis when she returns to inform Senkuu of the news, discovering the scientist's secret hideout. However, Moz's agenda does not align with Ibara's—he wants to dethrone the minister and keep the petrification device for himself. If Senkuu plays his cards right, he could gain a powerful ally and win the war once and for all.

[Written by MAL Rewrite]",2023.0,fall,"['TOHO animation', 'Shueisha']","['Adventure', 'Comedy']",['TMS Entertainment'],['Shounen'],[],PG-13 - Teens 13 or older,True,1664,8.3,363572,2577,1404,TV
55659,Banjjagbanjjag Catch! Tiniping,Original,26.0,"The residents of Jewel Forest, Jewel Teeniepings suddenly disappeared. Joahping, Teeheeping, and Trustping, who also are Jewel Teeniepings, the students of Royal Teenieping Academy, and the candidates of next Royal Teeniepings, head to Earth to save their friends… 

Now, Romi and Heartsping have to team up with Joahping, Teeheeping, and Trustping, three immature Royal Teeniepings. Will Romi be able to find 15 lost Jewel Teeniepings and catch?

(Source: Official Site)",2021.0,fall,[],[],['SAMG Entertainment'],[],"['Mahou Shoujo', 'School']",PG - Children,True,1,,215,115,0,TV
55660,Alssongdalssong Catch! Tiniping,Original,26.0,"Secret Key teeniepings appear in Harmony Town! And there’s a mysterious secret teenieping too! Will Romi and the new Royal teeniepings be able to catch all the Key Teeniepings scattered in Harmony Town and reveal the identity of the mysterious secret Teenieping?

(Source: Official Site)",2022.0,fall,[],[],['SAMG Entertainment'],[],"['Mahou Shoujo', 'School']",PG - Children,True,0,,180,131,0,TV
55689,Utagoe wa Mille-Feuille,Music,10.0,"Just like any other high school student, first-year Uta Komaki wants to make the most of her youth. With her namesake talent in singing, she attempts to join her school's light music club but repeatedly fails due to her extreme shyness and lack of confidence. Intimidated by the dazzling presence of the club's members, Uta fears to even submit her application.

One day, Uta receives an invitation from Airi Kojou, president of the a cappella club, to check out their club instead. Unlike the light music club, this group performs purely without instruments. Uta soon finds herself amazed by the way the members' voices resonate with one another—delicate yet cohesive, resembling a mille-feuille dessert's thousand layers. Moved, Uta takes a quiet step forward into creating a harmony where everyone shines together.

[Written by MAL Rewrite]",2025.0,summer,"['Pony Canyon', 'BS Fuji', 'Tokyo MX', 'arma bianca']",['Slice of Life'],['Jumondou'],[],"['Music', 'School']",PG-13 - Teens 13 or older,False,16,6.69,2385,576,138,TV
55690,Boku no Kokoro no Yabai Yatsu 2nd Season,Manga,13.0,"After an eventful winter break, Kyoutarou Ichikawa and Anna Yamada reunite with a stronger bond. They continue to grow in their own ways, with Yamada taking on more challenging photoshoots and Ichikawa maturing both physically and emotionally as he tackles his affections for Yamada. However, spending time together outside of school allows for their relationship to deepen, and it becomes increasingly difficult to deny their budding romantic feelings.

Grappling with these unexpected and new emotions, Ichikawa and Yamada realize that, with the passage of time, their relationship is bound to change—and they must ultimately decide whether they wish to remain close friends or finally become a couple.

[Written by MAL Rewrite]",2024.0,winter,"['Dentsu', 'TV Asahi', 'Movic', 'Magic Capsule', 'Avex Pictures', 'Akita Shoten', 'BS Asahi', 'TV Asahi Music']","['Comedy', 'Romance']",['Shin-Ei Animation'],['Shounen'],['School'],PG-13 - Teens 13 or older,True,6236,8.68,252805,3639,2399,TV
55701,Kimetsu no Yaiba: Hashira Geiko-hen,Manga,8.0,"After a series of mighty clashes with Upper Rank Demons, the Ubuyashiki clan prepares for one last battle with the hellish forces of Muzan Kibutsuji. In order to finally defeat the Demon leader once and for all, the clan devises a training camp for the Demon Slayer Corps, one led by the remaining Hashira—the most elite warriors in the organization. Each Hashira forms a specialized exercise that will hone both their own abilities and the skills of the ordinary soldiers.

Tanjirou Kamado, a boy at the heart of the brewing conflict, recovers from wounds received in a recent fight. While his half-Demon sister Nezuko is studied by researchers like Shinobu Kochou, Tanjirou embarks to train with the Hashira, seeking mastery in each of their assigned areas of expertise to be best prepared for the coming war—skills vital to Tanjirou, as he has vowed to be the very warrior who will eliminate Muzan for good.

[Written by MAL Rewrite]",2024.0,spring,"['Aniplex', 'Shueisha']","['Action', 'Supernatural']",['ufotable'],['Shounen'],['Historical'],R - 17+ (violence & profanity),True,4993,8.0,682817,2694,2066,TV
55710,Hana-Doll*: Reinterpretation of Flowering,Mixed media,12.0,"The ""Hana Ningyou Project"" (Flower Doll Project) exists to artificially create the ""perfect idol"" by implanting a special flower seed inside a body. The franchise follows the growth of young men who dedicate their lives to the project.

(Source: MU)",2025.0,spring,[],"['Mystery', 'Sci-Fi']",['A-Real'],[],"['Adult Cast', 'Idols (Male)', 'Music']",PG-13 - Teens 13 or older,False,25,5.82,827,378,0,TV
55717,Dekisokonai to Yobareta Motoeiyuu wa Jikka kara Tsuihou sareta node Sukikatte ni Ikiru Koto ni Shita,Light novel,12.0,"Deemed a ""good-for-nothing"" for his low level and lack of a god-given Gift, Allen is stripped of his noble status and banished from the Duchy of Westfeldt. But Allen has a secret: he was a great hero in a previous life, and he's thrilled for the chance to finally live the way he pleases! His drama-free existence, however, is soon interrupted by a desperate encounter with his ex-fiancée. As a former hero who still possesses the incredible powers from his past life, Allen can't ignore someone in need—no matter how much he might like to! And so begins the new heroic saga our former hero never wanted!

(Source: J-Novel Club)",2024.0,spring,"['MediaNet', 'Movic', 'KlockWorx', 'King Records', 'Crunchyroll', 'U-NEXT', 'TO Books', 'Happinet Phantom Studios']","['Action', 'Adventure', 'Fantasy']","['Studio Deen', 'Marvy Jack']",[],[],PG-13 - Teens 13 or older,False,212,5.25,57194,17781,439,TV
55727,Miru: Watashi no Mirai,Original,5.0,"In the distant future, humans create a robot named MIRU capable of traveling through time, visiting various eras, places, and even parallel worlds. Unlike some robots, MIRU isn't equipped with weapons. Instead, it helps people overcome immense obstacles peacefully, encouraging new beginnings without violence.

MIRU continuously evolves by interacting with people, learning and growing to assist those struggling to survive. It listens to their problems and offers support. By helping others, MIRU sets off a ""Butterfly Effect,"" of dramatic change guiding society toward a brighter future.

Why was MIRU created? What is its purpose? Can it save the Earth and humanity from a dystopian future?

(Source: MAL News)",2025.0,spring,"['Half H.P Studio', 'Ai Addiction', 'RightTracks', 'Yanmar Holdings']",['Sci-Fi'],"['Studio Hibari', 'Shirogumi', 'Larx Entertainment', 'TriF Studio', 'Scooter Films', 'Reirs', 'LinQ']",[],[],PG-13 - Teens 13 or older,False,9,5.3,1283,427,0,TV
55742,Mahoutsukai no Yome Season 2 Part 2,Manga,12.0,"Following a series of attacks that have left teachers and students alike sapped of their magic, headmistress Liza Quillyn decides to seal off the College, rendering it impossible to enter or leave the premises. As a result, Philomela Sargant is unable to comply with her grandmother Lizbeth's order to withdraw from the school.

Trapped inside the College, Chise Hatori and her classmates begin to adjust to their novel and stressful circumstances. But as time goes on, Philomela's condition only gets worse—both mentally and physically. Meanwhile, details about the tragic past of Chise's roommate, Lucy Webster, continue to resurface. As Chise grapples with worries about her friends and with her evolving self, the identity of the mysterious magic-draining culprit plaguing the College may finally come to light.

[Written by MAL Rewrite]",2023.0,fall,"['flying DOG', 'bilibili', 'Mag Garden', 'Chiptune', 'Twin Engine']","['Drama', 'Fantasy', 'Romance']",['Studio Kafka'],['Shounen'],"['Mythology', 'School', 'Urban Fantasy']",PG-13 - Teens 13 or older,True,354,7.92,81223,1539,566,TV
55749,Megami no Café Terrace 2nd Season,Manga,12.0,"It has been months since Hayato Kasukabe decided to save his late grandmother's cafe, Familia Café Terrace, from permanently closing its doors. He and the five ""goddesses"" who serve as the cafe's mascots—Ouka Makuzawa, Akane Hououji, Riho Tsukishima, Shiragiku Ono, and Ami Tsuruga—persevere through all the hardships of maintaining a business to stay afloat for as long as possible.

Rougher times await them when a new competitor cafe, Family, appears with the sole intent of bringing Familia down. To come out on top of this business competition, Hayato must use his wits, fortify his trust in the girls, and figure out how to entice customers to continue supporting Familia.

To further complicate matters, the girls slowly begin to develop feelings for Hayato, causing tensions within the group. As this can potentially pose an even greater threat to Familia's survival, the five goddesses need to find a way to compromise and unite at all costs.

[Written by MAL Rewrite]",2024.0,summer,"['Marvelous Entertainment', 'Mainichi Broadcasting System', 'Kodansha', 'Half H.P Studio']","['Comedy', 'Romance', 'Ecchi']",['Tezuka Productions'],['Shounen'],"['Adult Cast', 'Harem', 'Workplace']",PG-13 - Teens 13 or older,True,412,7.4,56522,2086,648,TV
